timestamp,cpu_percent,ram_used_gb,ram_total_gb,ram_percent,torch_gpu_allocated_gb,torch_gpu_reserved_gb,torch_gpu_max_allocated_gb,nvml_gpu_used_gb,nvml_gpu_total_gb,nvml_gpu_util_percent,nvml_gpu_mem_util_percent,gpu_temp_c,gpu_power_w,run_name,phase,epoch,batch_idx,batch_time_sec,running_loss
1783907476.6186626,7.3,25.92193603515625,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3388671875,80.0,81,41,48,136.971,visual_convnext_tiny_16frames_balanced20k,train,1,190,0.25571417808532715,0.5059677081972517
1783907514.819195,7.1,25.70996856689453,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3388671875,80.0,53,26,46,76.377,visual_convnext_tiny_16frames_balanced20k,train,1,200,0.2589104175567627,0.4918342153008898
1783907541.4781325,7.1,25.747272491455078,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3388671875,80.0,93,49,47,74.812,visual_convnext_tiny_16frames_balanced20k,train,1,210,0.23908758163452148,0.4842471316174308
1783907565.1837685,7.1,25.73373794555664,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3388671875,80.0,81,41,46,73.851,visual_convnext_tiny_16frames_balanced20k,train,1,220,0.24525856971740723,0.47147945584350043
1783907587.0774887,7.0,25.693065643310547,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3388671875,80.0,64,32,48,77.377,visual_convnext_tiny_16frames_balanced20k,train,1,230,0.24243855476379395,0.4632452737652894
1783907628.0228612,7.0,25.682296752929688,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3388671875,80.0,0,0,45,72.913,visual_convnext_tiny_16frames_balanced20k,train,1,240,0.2580859661102295,0.4679395860347016
1783907649.119276,7.2,25.821590423583984,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3388671875,80.0,0,0,45,73.081,visual_convnext_tiny_16frames_balanced20k,train,1,250,0.255481481552124,0.4641841287572545
1783907670.721732,7.1,25.721511840820312,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3388671875,80.0,71,35,47,130.803,visual_convnext_tiny_16frames_balanced20k,train,1,260,0.25582313537597656,0.4567441749332965
1783907693.7195017,7.1,25.718521118164062,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3388671875,80.0,75,35,48,247.156,visual_convnext_tiny_16frames_balanced20k,train,1,270,0.25444769859313965,0.4485343487665222
1783907735.3195581,7.1,25.672771453857422,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3388671875,80.0,0,0,45,73.004,visual_convnext_tiny_16frames_balanced20k,train,1,280,0.2530856132507324,0.44097317858628954
1783907760.4786925,7.3,25.57876968383789,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3388671875,80.0,93,46,47,100.148,visual_convnext_tiny_16frames_balanced20k,train,1,290,0.2434988021850586,0.4325621042823054
1783907779.8197656,7.2,25.616947174072266,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3388671875,80.0,74,35,48,281.087,visual_convnext_tiny_16frames_balanced20k,train,1,300,0.2557373046875,0.42656281033524646
1783907806.0198176,7.2,25.693721771240234,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,94,49,48,84.451,visual_convnext_tiny_16frames_balanced20k,train,1,310,0.25476837158203125,0.4217006680810183
1783907847.1196754,7.0,25.735416412353516,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,0,0,45,73.051,visual_convnext_tiny_16frames_balanced20k,train,1,320,0.25545668601989746,0.42391399614443287
1783907868.4247785,7.1,25.689071655273438,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,82,45,48,215.324,visual_convnext_tiny_16frames_balanced20k,train,1,330,0.25899481773376465,0.41932396809049965
1783907889.3215315,7.2,25.714893341064453,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,0,0,46,73.345,visual_convnext_tiny_16frames_balanced20k,train,1,340,0.2557547092437744,0.4142045879031906
1783907914.4795747,7.0,25.576290130615234,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,85,44,47,78.891,visual_convnext_tiny_16frames_balanced20k,train,1,350,0.2479860782623291,0.4083861767226814
1783907955.8799806,7.0,25.626617431640625,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,69,35,46,73.774,visual_convnext_tiny_16frames_balanced20k,train,1,360,0.24405145645141602,0.4036867231378265
1783907977.9209044,7.1,25.715328216552734,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,77,37,47,242.797,visual_convnext_tiny_16frames_balanced20k,train,1,370,0.25548672676086426,0.3988915200262378
1783907999.7803106,7.0,25.73663330078125,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,1,1,46,73.422,visual_convnext_tiny_16frames_balanced20k,train,1,380,0.24327945709228516,0.39427914722697943
1783908028.5217507,7.1,25.717304229736328,1510.354694366455,2.4,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,75,38,46,167.838,visual_convnext_tiny_16frames_balanced20k,train,1,390,0.2600243091583252,0.39103891290819554
